,exchange,datetime,level,bid_volume,ask_volume,total_volume,mid_price,spread,Symbol
0,kucoin,2023-04-26T16:29:27.299Z,100,95.93119999999996,22.61979999999999,118.55099999999996,1776.42,31.74,ETH/EUR
1,kucoin,2023-04-26T16:29:27.565Z,100,144.14989999999995,22.61979999999999,166.76969999999994,1776.42,31.74,ETH/EUR
2,kucoin,2023-04-26T16:29:27.834Z,100,84.16149999999993,22.60219999999999,106.76369999999991,1776.42,31.74,ETH/EUR
3,kucoin,2023-04-26T16:29:28.117Z,100,84.16149999999993,22.60219999999999,106.76369999999991,1776.42,31.74,ETH/EUR
4,kucoin,2023-04-26T16:29:28.392Z,100,74.39899999999994,22.60219999999999,97.00119999999993,1776.42,31.74,ETH/EUR
5,kucoin,2023-04-26T16:29:28.662Z,100,75.94279999999995,22.60219999999999,98.54499999999993,1776.42,31.74,ETH/EUR
6,kucoin,2023-04-26T16:29:28.919Z,100,84.16149999999993,22.60219999999999,106.76369999999991,1776.42,31.74,ETH/EUR
7,kucoin,2023-04-26T16:29:29.187Z,100,84.16149999999993,22.60219999999999,106.76369999999991,1776.42,31.74,ETH/EUR
8,kucoin,2023-04-26T16:29:29.444Z,100,74.39899999999994,22.60219999999999,97.00119999999993,1776.42,31.74,ETH/EUR
9,kucoin,2023-04-26T16:29:29.731Z,100,74.39899999999994,22.60219999999999,97.00119999999993,1776.42,31.74,ETH/EUR
10,kucoin,2023-04-26T16:29:29.998Z,100,74.39899999999994,22.60219999999999,97.00119999999993,1776.42,31.74,ETH/EUR
11,kucoin,2023-04-26T16:29:30.265Z,100,74.39899999999994,22.60219999999999,97.00119999999993,1776.42,31.74,ETH/EUR
12,kucoin,2023-04-26T16:29:30.519Z,100,74.39899999999994,22.60219999999999,97.00119999999993,1776.42,31.74,ETH/EUR
13,kucoin,2023-04-26T16:29:30.796Z,100,84.16149999999993,22.60219999999999,106.76369999999991,1776.42,31.74,ETH/EUR
14,kucoin,2023-04-26T16:29:31.061Z,100,84.16479999999996,22.62459999999999,106.78939999999994,1776.42,31.74,ETH/EUR
15,kucoin,2023-04-26T16:29:31.314Z,100,74.40229999999994,22.62459999999999,97.02689999999993,1776.42,31.74,ETH/EUR
16,kucoin,2023-04-26T16:29:31.596Z,100,74.40229999999994,22.62459999999999,97.02689999999993,1776.42,31.74,ETH/EUR
17,kucoin,2023-04-26T16:29:31.865Z,100,74.40229999999994,22.62459999999999,97.02689999999993,1776.42,31.74,ETH/EUR
18,kucoin,2023-04-26T16:29:32.142Z,100,84.16479999999996,22.62459999999999,106.78939999999994,1776.42,31.74,ETH/EUR
19,kucoin,2023-04-26T16:29:32.409Z,100,84.16479999999996,22.62459999999999,106.78939999999994,1776.42,31.74,ETH/EUR
20,kucoin,2023-04-26T16:29:32.683Z,100,84.16479999999996,22.62459999999999,106.78939999999994,1776.42,31.74,ETH/EUR
21,kucoin,2023-04-26T16:29:32.939Z,100,74.64939999999996,22.62459999999999,97.27399999999994,1776.42,31.74,ETH/EUR
22,kucoin,2023-04-26T16:29:33.215Z,100,74.64939999999996,22.62459999999999,97.27399999999994,1776.42,31.74,ETH/EUR
23,kucoin,2023-04-26T16:29:33.481Z,100,74.64939999999996,22.62459999999999,97.27399999999994,1776.42,31.74,ETH/EUR
24,kucoin,2023-04-26T16:29:33.757Z,100,84.16479999999996,22.62459999999999,106.78939999999994,1776.42,31.74,ETH/EUR
25,kucoin,2023-04-26T16:29:34.013Z,100,64.96019999999994,22.62789999999999,87.58809999999994,1776.42,31.74,ETH/EUR
26,kucoin,2023-04-26T16:29:34.285Z,100,63.416399999999946,22.62789999999999,86.04429999999994,1776.42,31.74,ETH/EUR
27,kucoin,2023-04-26T16:29:34.554Z,100,63.416399999999946,22.62789999999999,86.04429999999994,1776.42,31.74,ETH/EUR
28,kucoin,2023-04-26T16:29:34.813Z,100,68.17889999999994,22.62789999999999,90.80679999999992,1776.42,31.74,ETH/EUR
29,kucoin,2023-04-26T16:29:35.076Z,100,68.17889999999994,22.62789999999999,90.80679999999992,1776.42,31.74,ETH/EUR
30,kucoin,2023-04-26T16:29:35.331Z,100,63.416399999999946,22.62789999999999,86.04429999999994,1776.42,31.74,ETH/EUR
31,kucoin,2023-04-26T16:29:35.600Z,100,68.17889999999994,22.62789999999999,90.80679999999992,1776.42,31.74,ETH/EUR
32,kucoin,2023-04-26T16:29:35.856Z,100,68.17889999999994,22.62789999999999,90.80679999999992,1776.42,31.74,ETH/EUR
33,bittrex,2023-04-26T16:29:29.806Z,25,128.21879547,101.10251264000001,229.32130811000002,1768.696,21.76,ETH/EUR
34,bittrex,2023-04-26T16:29:31.496Z,25,128.21879547,101.10251264000001,229.32130811000002,1768.696,21.76,ETH/EUR
35,bittrex,2023-04-26T16:29:33.528Z,25,128.21879547,101.10251264000001,229.32130811000002,1768.696,21.76,ETH/EUR
36,bittrex,2023-04-26T16:29:35.215Z,25,128.21879547,101.10251264000001,229.32130811000002,1768.696,21.76,ETH/EUR
37,bittrex,2023-04-26T16:29:36.776Z,25,128.21879547,101.10251264000001,229.32130811000002,1768.696,21.76,ETH/EUR
38,bitfinex,2023-04-26T16:29:51.005Z,25,219.52585921000005,263.10816575,482.63402496000003,1771.55,1.1,ETH/EUR
39,kucoin,2023-04-26T16:29:52.807Z,100,92.55509999999992,22.64109999999999,115.19619999999992,1776.42,31.74,ETH/EUR
40,kucoin,2023-04-26T16:29:53.179Z,100,92.55509999999992,22.64109999999999,115.19619999999992,1776.42,31.74,ETH/EUR
41,kucoin,2023-04-26T16:29:53.446Z,100,92.58099999999993,22.64109999999999,115.22209999999993,1776.42,31.74,ETH/EUR
42,kucoin,2023-04-26T16:29:53.718Z,100,92.66029999999992,22.64109999999999,115.30139999999992,1776.42,31.74,ETH/EUR
43,kucoin,2023-04-26T16:29:53.975Z,100,92.66029999999992,22.64109999999999,115.30139999999992,1776.42,31.74,ETH/EUR
44,kucoin,2023-04-26T16:29:54.251Z,100,92.66029999999992,22.64109999999999,115.30139999999992,1776.42,31.74,ETH/EUR
45,kucoin,2023-04-26T16:29:54.508Z,100,92.66029999999992,22.64109999999999,115.30139999999992,1776.42,31.74,ETH/EUR
46,kucoin,2023-04-26T16:29:54.760Z,100,92.66029999999992,22.64109999999999,115.30139999999992,1776.42,31.74,ETH/EUR
47,kucoin,2023-04-26T16:29:55.020Z,100,92.66029999999992,22.64109999999999,115.30139999999992,1776.42,31.74,ETH/EUR
48,kucoin,2023-04-26T16:29:55.274Z,100,92.66029999999992,22.64109999999999,115.30139999999992,1776.42,31.74,ETH/EUR
49,kucoin,2023-04-26T16:29:55.540Z,100,92.66029999999992,22.64109999999999,115.30139999999992,1776.42,31.74,ETH/EUR
50,kucoin,2023-04-26T16:29:55.814Z,100,73.36169999999994,22.64109999999999,96.00279999999994,1776.42,31.74,ETH/EUR
51,kucoin,2023-04-26T16:29:56.071Z,100,72.89429999999994,22.62919999999999,95.52349999999993,1776.42,31.74,ETH/EUR
52,kucoin,2023-04-26T16:29:56.323Z,100,82.65689999999994,22.62919999999999,105.28609999999992,1776.42,31.74,ETH/EUR
53,kucoin,2023-04-26T16:29:56.577Z,100,72.89429999999994,22.62919999999999,95.52349999999993,1776.42,31.74,ETH/EUR
54,kucoin,2023-04-26T16:29:56.844Z,100,72.92089999999995,22.62919999999999,95.55009999999993,1776.42,31.74,ETH/EUR
55,kucoin,2023-04-26T16:29:57.095Z,100,82.65689999999994,22.62919999999999,105.28609999999992,1776.42,31.74,ETH/EUR
56,kucoin,2023-04-26T16:29:57.356Z,100,82.65689999999994,22.62919999999999,105.28609999999992,1776.42,31.74,ETH/EUR
57,kucoin,2023-04-26T16:29:57.612Z,100,82.65689999999994,22.62919999999999,105.28609999999992,1776.42,31.74,ETH/EUR
58,kucoin,2023-04-26T16:29:57.873Z,100,72.89429999999994,22.62919999999999,95.52349999999993,1776.42,31.74,ETH/EUR
59,kucoin,2023-04-26T16:29:58.139Z,100,82.65689999999994,22.62919999999999,105.28609999999992,1776.42,31.74,ETH/EUR
60,kucoin,2023-04-26T16:29:58.410Z,100,82.65689999999994,22.62919999999999,105.28609999999992,1776.42,31.74,ETH/EUR
61,kucoin,2023-04-26T16:29:58.680Z,100,72.65809999999993,22.62919999999999,95.28729999999993,1776.42,31.74,ETH/EUR
62,kucoin,2023-04-26T16:29:58.957Z,100,61.66229999999993,22.551099999999984,84.21339999999992,1776.42,31.74,ETH/EUR
63,kucoin,2023-04-26T16:29:59.211Z,100,60.35979999999994,22.551099999999984,82.91089999999993,1776.42,31.74,ETH/EUR
64,kucoin,2023-04-26T16:29:59.519Z,100,59.89969999999994,22.551099999999984,82.45079999999993,1776.42,31.74,ETH/EUR
65,kucoin,2023-04-26T16:29:59.770Z,100,59.89969999999994,22.551099999999984,82.45079999999993,1776.42,31.74,ETH/EUR
66,kucoin,2023-04-26T16:30:00.047Z,100,59.89969999999994,22.551099999999984,82.45079999999993,1776.42,31.74,ETH/EUR
67,kucoin,2023-04-26T16:30:00.298Z,100,59.89969999999994,22.551099999999984,82.45079999999993,1776.42,31.74,ETH/EUR
68,kucoin,2023-04-26T16:30:00.567Z,100,61.66229999999993,22.551099999999984,84.21339999999992,1776.42,31.74,ETH/EUR
69,kucoin,2023-04-26T16:30:00.831Z,100,60.06999999999994,22.551099999999984,82.62109999999993,1776.42,31.74,ETH/EUR
70,kucoin,2023-04-26T16:30:01.112Z,100,61.66229999999993,22.551099999999984,84.21339999999992,1776.42,31.74,ETH/EUR
71,bittrex,2023-04-26T16:29:54.867Z,25,128.21879547,101.10251264000001,229.32130811000002,1768.696,21.76,ETH/EUR
72,bittrex,2023-04-26T16:29:56.552Z,25,128.21879547,101.10251264000001,229.32130811000002,1768.696,21.76,ETH/EUR
73,bittrex,2023-04-26T16:29:58.232Z,25,128.21879547,101.10251264000001,229.32130811000002,1768.696,21.76,ETH/EUR
74,bittrex,2023-04-26T16:29:59.782Z,25,128.21879547,101.10251264000001,229.32130811000002,1768.696,21.76,ETH/EUR
75,bittrex,2023-04-26T16:30:01.483Z,25,128.21879547,101.10251264000001,229.32130811000002,1768.696,21.76,ETH/EUR
76,bitfinex,2023-04-26T16:30:15.955Z,25,209.6203049,247.56570621000006,457.1860111100001,1771.25,0.7,ETH/EUR
77,kucoin,2023-04-26T16:30:18.094Z,100,66.90839999999994,22.650699999999986,89.55909999999993,1776.42,31.74,ETH/EUR
78,kucoin,2023-04-26T16:30:18.405Z,100,67.40839999999994,22.650699999999986,90.05909999999993,1776.42,31.74,ETH/EUR
79,kucoin,2023-04-26T16:30:18.673Z,100,71.64439999999993,22.650699999999986,94.29509999999992,1776.42,31.74,ETH/EUR
80,kucoin,2023-04-26T16:30:18.947Z,100,71.64439999999993,22.650699999999986,94.29509999999992,1776.42,31.74,ETH/EUR
81,kucoin,2023-04-26T16:30:19.214Z,100,87.68310000000007,22.650699999999986,110.33380000000005,1776.42,31.74,ETH/EUR
82,kucoin,2023-04-26T16:30:19.463Z,100,69.28459999999993,22.650699999999986,91.93529999999991,1776.42,31.74,ETH/EUR
83,kucoin,2023-04-26T16:30:20.147Z,100,69.28459999999993,22.650699999999986,91.93529999999991,1776.42,31.74,ETH/EUR
84,kucoin,2023-04-26T16:30:20.423Z,100,69.28459999999993,22.650699999999986,91.93529999999991,1776.42,31.74,ETH/EUR
85,kucoin,2023-04-26T16:30:20.669Z,100,69.28459999999993,22.650699999999986,91.93529999999991,1776.42,31.74,ETH/EUR
86,kucoin,2023-04-26T16:30:20.922Z,100,140.27719999999994,22.59709999999998,162.87429999999992,1776.42,31.74,ETH/EUR
87,kucoin,2023-04-26T16:30:21.197Z,100,90.53559999999993,22.59709999999998,113.13269999999991,1776.42,31.74,ETH/EUR
88,kucoin,2023-04-26T16:30:21.468Z,100,140.27719999999994,22.59709999999998,162.87429999999992,1776.42,31.74,ETH/EUR
89,kucoin,2023-04-26T16:30:21.735Z,100,90.96979999999994,22.59709999999998,113.56689999999992,1776.42,31.74,ETH/EUR
90,kucoin,2023-04-26T16:30:21.987Z,100,90.96979999999994,22.59709999999998,113.56689999999992,1776.42,31.74,ETH/EUR
91,kucoin,2023-04-26T16:30:22.241Z,100,90.96979999999994,22.59709999999998,113.56689999999992,1776.42,31.74,ETH/EUR
92,kucoin,2023-04-26T16:30:22.503Z,100,140.27719999999994,22.59709999999998,162.87429999999992,1776.42,31.74,ETH/EUR
93,kucoin,2023-04-26T16:30:22.754Z,100,140.27719999999994,22.59709999999998,162.87429999999992,1776.42,31.74,ETH/EUR
94,kucoin,2023-04-26T16:30:23.471Z,100,140.27719999999994,22.59709999999998,162.87429999999992,1776.42,31.74,ETH/EUR
95,kucoin,2023-04-26T16:30:23.724Z,100,140.27719999999994,22.59709999999998,162.87429999999992,1776.42,31.74,ETH/EUR
96,kucoin,2023-04-26T16:30:24.000Z,100,57.53209999999993,22.602399999999978,80.1344999999999,1776.42,31.74,ETH/EUR
97,kucoin,2023-04-26T16:30:24.275Z,100,69.28899999999993,22.60399999999998,91.89299999999992,1776.42,31.74,ETH/EUR
98,kucoin,2023-04-26T16:30:24.519Z,100,64.69789999999992,22.60399999999998,87.3018999999999,1776.42,31.74,ETH/EUR
99,kucoin,2023-04-26T16:30:24.785Z,100,64.69789999999992,22.60399999999998,87.3018999999999,1776.42,31.74,ETH/EUR
100,kucoin,2023-04-26T16:30:25.092Z,100,64.69789999999992,22.60399999999998,87.3018999999999,1776.42,31.74,ETH/EUR
101,kucoin,2023-04-26T16:30:25.351Z,100,64.69789999999992,22.60399999999998,87.3018999999999,1776.42,31.74,ETH/EUR
102,kucoin,2023-04-26T16:30:25.597Z,100,64.98159999999993,22.60399999999998,87.58559999999991,1776.42,31.74,ETH/EUR
103,kucoin,2023-04-26T16:30:25.846Z,100,64.98159999999993,22.60399999999998,87.58559999999991,1776.42,31.74,ETH/EUR
