,exchange,datetime,level,bid_volume,ask_volume,total_volume,mid_price,spread,close_price,Symbol
0,kucoin,2023-04-27T15:13:18.499Z,100,32.35910440000001,45.33178378999999,77.69088819,29011.95,0.1,28894.0,BTC/USDT
1,kucoin,2023-04-27T15:13:19.096Z,100,34.65787676000001,44.589152469999995,79.24702923000001,29011.95,0.1,28894.0,BTC/USDT
2,kucoin,2023-04-27T15:13:19.690Z,100,39.44849034000001,45.33034404999999,84.77883439,29011.95,0.1,28894.0,BTC/USDT
3,kucoin,2023-04-27T15:13:20.254Z,100,39.44849034000001,45.330340609999986,84.77883095,29011.95,0.1,28894.0,BTC/USDT
4,kucoin,2023-04-27T15:13:20.847Z,100,38.11040735000001,45.76343988,83.87384723000001,29011.95,0.1,28894.0,BTC/USDT
5,kucoin,2023-04-27T15:13:21.446Z,100,37.81636726000001,45.8684067,83.68477396,29011.95,0.1,28894.0,BTC/USDT
6,kucoin,2023-04-27T15:13:22.437Z,100,38.12240568000001,45.13537444,83.25778012,29011.95,0.1,28894.0,BTC/USDT
7,kucoin,2023-04-27T15:13:22.992Z,100,30.0995583,36.06577375,66.16533205,29019.95,0.1,28894.0,BTC/USDT
8,kucoin,2023-04-27T15:13:23.589Z,100,37.01371191,45.603542,82.61725390999999,29019.95,0.1,28894.0,BTC/USDT
9,kucoin,2023-04-27T15:13:24.159Z,100,35.62700027000001,45.86864296,81.49564323000001,29019.95,0.1,28894.0,BTC/USDT
10,kucoin,2023-04-27T15:13:24.744Z,100,33.66553099,45.713999030000004,79.37953002,29019.95,0.1,28894.0,BTC/USDT
11,kucoin,2023-04-27T15:13:25.325Z,100,35.416536429999994,45.713999030000004,81.13053546,29019.95,0.1,28894.0,BTC/USDT
12,kucoin,2023-04-27T15:13:25.891Z,100,36.27522502,45.82273627,82.09796129,29019.95,0.1,28894.0,BTC/USDT
13,kucoin,2023-04-27T15:13:26.469Z,100,43.66000874,43.62176842,87.28177716,29018.95,0.1,28894.0,BTC/USDT
14,bittrex,2023-04-27T15:13:22.655Z,25,1.4390943,4.408732679999999,5.847826979999999,29014.738844749998,28.0086,29794.98196314,BTC/USDT
15,bittrex,2023-04-27T15:13:26.345Z,25,1.43907626,4.408732679999999,5.847808939999999,29016.319481619998,24.8473,29794.98196314,BTC/USDT
16,bitfinex,2023-04-27T15:13:43.002Z,25,11.476836079999998,17.78318634,29.26002242,29014.5,1.0,3870.1,BTC/USDT
17,kucoin,2023-04-27T15:13:45.140Z,100,36.84288031,48.92091413000002,85.76379444000003,29006.15,0.1,28894.0,BTC/USDT
18,kucoin,2023-04-27T15:13:45.921Z,100,36.54801747,48.95406366000002,85.50208113000002,29006.15,0.1,28894.0,BTC/USDT
19,kucoin,2023-04-27T15:13:46.480Z,100,42.05567112999999,48.01486835000001,90.07053948000001,29006.15,0.1,28894.0,BTC/USDT
20,kucoin,2023-04-27T15:13:47.049Z,100,37.496664040000006,47.80870295,85.30536699000001,29006.15,0.1,28894.0,BTC/USDT
21,kucoin,2023-04-27T15:13:47.606Z,100,37.251664270000006,47.825932290000004,85.07759656000002,29006.15,0.1,28894.0,BTC/USDT
22,kucoin,2023-04-27T15:13:48.327Z,100,31.390805970000006,46.93030136,78.32110733,29006.15,0.1,28894.0,BTC/USDT
23,kucoin,2023-04-27T15:13:48.904Z,100,30.679491650000006,47.29167359000001,77.97116524000002,29006.15,0.1,28894.0,BTC/USDT
24,kucoin,2023-04-27T15:13:49.504Z,100,31.526159650000004,45.71733326000001,77.24349291000001,29006.15,0.1,28894.0,BTC/USDT
25,kucoin,2023-04-27T15:13:50.151Z,100,32.53840332000001,46.80780114,79.34620446000001,29006.15,0.1,28894.0,BTC/USDT
26,kucoin,2023-04-27T15:13:50.739Z,100,31.36494568000001,46.42268353000001,77.78762921000002,29006.15,0.1,28894.0,BTC/USDT
27,kucoin,2023-04-27T15:13:51.297Z,100,31.961322840000005,46.43621384000001,78.39753668000002,29006.15,0.1,28894.0,BTC/USDT
28,kucoin,2023-04-27T15:13:52.009Z,100,30.87940031000001,47.78840844000001,78.66780875000002,29006.15,0.1,28894.0,BTC/USDT
29,kucoin,2023-04-27T15:13:52.586Z,100,33.39674688,45.89954108,79.29628796,29007.95,0.1,28894.0,BTC/USDT
30,kucoin,2023-04-27T15:13:53.194Z,100,32.28292162,47.41011203000001,79.69303365000002,29007.95,0.1,28894.0,BTC/USDT
31,bittrex,2023-04-27T15:13:49.502Z,25,1.43919833,4.462537319999999,5.901735649999999,29003.061067925002,37.6763,29794.98196314,BTC/USDT
32,bittrex,2023-04-27T15:13:53.189Z,25,1.43919833,4.45428455,5.89348288,29003.956636554998,39.4675,29794.98196314,BTC/USDT
33,bitfinex,2023-04-27T15:14:09.200Z,25,13.503845680000001,16.16527675,29.66912243,29016.0,4.0,3870.1,BTC/USDT
34,kucoin,2023-04-27T15:14:11.580Z,100,37.13126227,47.07670143000001,84.20796370000001,29010.95,0.1,28905.8,BTC/USDT
35,kucoin,2023-04-27T15:14:12.101Z,100,37.02867462,47.07670143000001,84.10537605,29010.95,0.1,28905.8,BTC/USDT
36,kucoin,2023-04-27T15:14:12.677Z,100,37.0286744,47.07670143000001,84.10537583000001,29010.95,0.1,28905.8,BTC/USDT
37,kucoin,2023-04-27T15:14:13.267Z,100,37.047089920000005,47.08090983000001,84.12799975000001,29010.95,0.1,28905.8,BTC/USDT
38,kucoin,2023-04-27T15:14:13.880Z,100,37.36883134,47.08090983000001,84.44974117000001,29010.95,0.1,28905.8,BTC/USDT
39,kucoin,2023-04-27T15:14:14.471Z,100,36.77175072000001,46.591645400000004,83.36339612,29010.95,0.1,28905.8,BTC/USDT
40,kucoin,2023-04-27T15:14:15.062Z,100,32.99617735,46.093791519999996,79.08996887,29010.95,0.1,28905.8,BTC/USDT
41,kucoin,2023-04-27T15:14:15.647Z,100,35.48522871,48.145168940000005,83.63039765,29010.95,0.1,28905.8,BTC/USDT
42,kucoin,2023-04-27T15:14:16.235Z,100,36.39106007000001,47.30164673,83.69270680000001,29010.95,0.1,28905.8,BTC/USDT
43,kucoin,2023-04-27T15:14:16.829Z,100,35.16600652,47.85010811000001,83.01611463,29010.95,0.1,28905.8,BTC/USDT
44,kucoin,2023-04-27T15:14:17.419Z,100,35.65680087,48.11771307000001,83.77451394,29010.95,0.1,28905.8,BTC/USDT
45,kucoin,2023-04-27T15:14:17.995Z,100,35.65680087,48.21770272000001,83.87450359000002,29010.95,0.1,28905.8,BTC/USDT
46,kucoin,2023-04-27T15:14:18.578Z,100,34.88099358,47.887133260000006,82.76812684000001,29010.95,0.1,28905.8,BTC/USDT
47,kucoin,2023-04-27T15:14:19.157Z,100,35.61951139999999,48.21683017000001,83.83634157,29010.95,0.1,28905.8,BTC/USDT
48,kucoin,2023-04-27T15:14:19.742Z,100,35.788695489999995,48.21683017000001,84.00552566,29010.95,0.1,28905.8,BTC/USDT
49,bittrex,2023-04-27T15:14:14.904Z,25,1.43915207,3.4618018599999996,4.90095393,29009.791778445,37.4023,29775.59099579,BTC/USDT
50,bittrex,2023-04-27T15:14:18.760Z,25,1.4069398400000002,3.3390833699999996,4.74602321,29033.73778286,85.2943,29775.59099579,BTC/USDT
51,bittrex,2023-04-27T15:14:22.436Z,25,1.40773984,3.1614322099999996,4.56917205,29020.983151135,59.785,29775.59099579,BTC/USDT
52,bitfinex,2023-04-27T15:14:35.238Z,25,13.222505450000002,15.388940430000003,28.611445880000005,29016.5,1.0,3870.1,BTC/USDT
53,kucoin,2023-04-27T15:14:38.187Z,100,37.04375720000001,47.57470320000001,84.61846040000002,29015.15,0.1,28905.8,BTC/USDT
54,kucoin,2023-04-27T15:14:38.802Z,100,37.38875720000001,47.57470320000001,84.96346040000002,29015.15,0.1,28905.8,BTC/USDT
55,kucoin,2023-04-27T15:14:39.396Z,100,37.38875720000001,47.57470320000001,84.96346040000002,29015.15,0.1,28905.8,BTC/USDT
56,kucoin,2023-04-27T15:14:40.043Z,100,37.32439587000001,46.87855686,84.20295273000002,29015.15,0.1,28905.8,BTC/USDT
57,kucoin,2023-04-27T15:14:40.612Z,100,37.96310607000001,46.09471103999999,84.05781711,29015.95,0.1,28905.8,BTC/USDT
58,kucoin,2023-04-27T15:14:41.215Z,100,38.82132819000001,46.11106117999999,84.93238937000001,29015.95,0.1,28905.8,BTC/USDT
59,kucoin,2023-04-27T15:14:41.796Z,100,36.03306766000001,46.09893681,82.13200447,29015.95,0.1,28905.8,BTC/USDT
60,kucoin,2023-04-27T15:14:42.429Z,100,38.31714745000001,46.098844209999996,84.41599166,29015.95,0.1,28905.8,BTC/USDT
61,kucoin,2023-04-27T15:14:43.009Z,100,38.31294092000001,45.95404946,84.26699038000001,29015.95,0.1,28905.8,BTC/USDT
62,kucoin,2023-04-27T15:14:44.015Z,100,38.30359748000001,45.92964512999999,84.23324260999999,29015.95,0.1,28905.8,BTC/USDT
63,kucoin,2023-04-27T15:14:44.574Z,100,38.52307202000001,46.156454909999994,84.67952693000001,29015.95,0.1,28905.8,BTC/USDT
64,kucoin,2023-04-27T15:14:45.176Z,100,36.7757362,46.91254920000001,83.68828540000001,29015.95,0.1,28905.8,BTC/USDT
65,kucoin,2023-04-27T15:14:45.768Z,100,37.68908536000001,47.38955451,85.07863987000002,29015.95,0.1,28905.8,BTC/USDT
66,bittrex,2023-04-27T15:14:41.428Z,25,1.4441846700000003,2.6702869799999998,4.1144716500000005,29012.293141265,42.405,29775.59099579,BTC/USDT
67,bittrex,2023-04-27T15:14:45.024Z,25,1.43913668,2.6706408899999996,4.109777569999999,29013.640915545002,39.7094,29775.59099579,BTC/USDT
68,bittrex,2023-04-27T15:14:48.605Z,25,1.44572477,2.6706408899999996,4.11636566,29012.81049279,38.0486,29775.59099579,BTC/USDT
69,bitfinex,2023-04-27T15:15:01.869Z,25,13.660774129999998,16.149047,29.809821129999996,29019.5,3.0,3870.1,BTC/USDT
70,kucoin,2023-04-27T15:15:04.005Z,100,31.724186450000005,46.234012239999984,77.95819868999999,29017.65,0.1,28917.9,BTC/USDT
71,kucoin,2023-04-27T15:15:04.676Z,100,30.376900950000003,46.847395549999995,77.2242965,29017.65,0.1,28917.9,BTC/USDT
72,kucoin,2023-04-27T15:15:05.225Z,100,38.451333710000014,47.99994813000001,86.45128184000002,29017.65,0.1,28917.9,BTC/USDT
73,kucoin,2023-04-27T15:15:06.409Z,100,36.007899330000015,46.18978721999999,82.19768655000001,29017.65,0.1,28917.9,BTC/USDT
74,kucoin,2023-04-27T15:15:06.957Z,100,36.68684759000001,48.21273318,84.89958077000001,29017.65,0.1,28917.9,BTC/USDT
75,kucoin,2023-04-27T15:15:07.649Z,100,30.188099380000015,43.912194989999996,74.10029437000001,29017.95,0.1,28917.9,BTC/USDT
76,kucoin,2023-04-27T15:15:08.236Z,100,32.50635521000001,45.12663334999999,77.63298856,29017.95,0.1,28917.9,BTC/USDT
77,kucoin,2023-04-27T15:15:08.846Z,100,33.12642409000001,46.26052715,79.38695124,29017.95,0.1,28917.9,BTC/USDT
78,kucoin,2023-04-27T15:15:09.405Z,100,33.12030067000001,46.26052715,79.38082782000001,29017.95,0.1,28917.9,BTC/USDT
79,kucoin,2023-04-27T15:15:09.962Z,100,33.15568788000001,46.2604993,79.41618718000001,29017.95,0.1,28917.9,BTC/USDT
80,kucoin,2023-04-27T15:15:11.061Z,100,33.19572262000001,46.258140999999995,79.45386362,29017.95,0.1,28917.9,BTC/USDT
81,kucoin,2023-04-27T15:15:11.597Z,100,33.19789433000001,46.258140999999995,79.45603533,29017.95,0.1,28917.9,BTC/USDT
82,kucoin,2023-04-27T15:15:12.142Z,100,33.20025263000001,46.89615039,80.09640302000001,29017.95,0.1,28917.9,BTC/USDT
83,bittrex,2023-04-27T15:15:07.957Z,25,1.9072377600000001,4.95391788,6.86115564,29014.725975474998,32.7563,29775.59099579,BTC/USDT
84,bittrex,2023-04-27T15:15:11.553Z,25,1.9386499900000003,4.86364273,6.80229272,29016.80707762,36.9185,29775.59099579,BTC/USDT
85,bittrex,2023-04-27T15:15:15.390Z,25,1.9386499900000003,4.86364273,6.80229272,29017.2674477,37.8393,29775.59099579,BTC/USDT
86,bitfinex,2023-04-27T15:15:28.020Z,25,10.876540819999999,17.332381200000004,28.208922020000003,29021.0,2.0,3870.1,BTC/USDT
87,kucoin,2023-04-27T15:15:30.154Z,100,32.59131311000001,45.87964854,78.47096165,29017.95,0.1,28917.9,BTC/USDT
88,kucoin,2023-04-27T15:15:30.743Z,100,32.75310059,45.81506136,78.56816195,29017.95,0.1,28917.9,BTC/USDT
89,kucoin,2023-04-27T15:15:31.341Z,100,33.34677479000001,38.93653158999998,72.28330638,29018.95,0.1,28917.9,BTC/USDT
90,kucoin,2023-04-27T15:15:31.900Z,100,32.551265869999995,31.93316541,64.48443128,29023.95,0.1,28917.9,BTC/USDT
91,kucoin,2023-04-27T15:15:32.502Z,100,40.44894763,44.70169854999999,85.15064618,29023.95,0.1,28917.9,BTC/USDT
92,kucoin,2023-04-27T15:15:33.063Z,100,48.79423832999999,44.33331848000001,93.12755681,29025.95,0.1,28917.9,BTC/USDT
93,kucoin,2023-04-27T15:15:33.691Z,100,39.90916981,29.995087320000007,69.90425713,29035.45,0.1,28917.9,BTC/USDT
94,kucoin,2023-04-27T15:15:34.250Z,100,49.34621061,31.3556248,80.70183541,29035.45,0.1,28917.9,BTC/USDT
